Pnum,Section,Owner,Mixed species,Species,State code,Closed,Clear date,Missing entire brood,Suspected predation,Lay date,April lay date,Lay date uncertainty,Lay date visit interval,Laying rate,Incubation started,Num broken eggs,Expected hatch date,Hatch date,April hatch date,Incubation duration,Total egg weight,Num eggs weighed,Clutch size,Num chicks,Num chicks ringed,April ring date,Ring day,Num live chicks,Num dead chicks,Num fledglings,Mean chick weight,Num linked pulli records,Num linked adult records,Father,Mother,Identified adults,Chick ids,Dead ringed chick ids,Experiment codes,Num eggs manipulated,Comments,Legacy average egg weight,Legacy max nest state code,Legacy last visit date,Legacy hatch age in days,Legacy april hatch date,Legacy predation,Legacy clutch accuracy,Legacy mean fledge weight,Legacy num ringed dead chicks
20211B145,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B146,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B147,b,Keith Mc Mahon,false,b,6,true,28-06-2021,,,19-04-2021,19,0,3,0.33,true,0,15-05-2021,23-05-2021,53,21,3.70,3,14,13,13,67,15,13,0,13,10.90,13,2,j215730,afh3624,"j215730, afh3624",,,,0,"2 blue tits calling, both ringed, female rings starts afh36, not hatched, not hatched, not hatched, not hatched",,,,,,,,,
20211B148,b,Keith Mc Mahon,false,b,6,true,07-06-2021,,,19-04-2021,19,0,3,1.00,true,0,12-05-2021,16-05-2021,46,17,2.90,3,11,11,11,60,15,11,7,4,8.08,11,3,and6843,avl5563,"avl5563, and6843",,"avl6750, avl6751, avl6755, avl6754, avl6745, avl6752, avl6747",,0,,,,,,,,,,
20211B149,b,Keith Mc Mahon,false,b,4,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,"fleas, still fleas on entrance, prob abandoned",,,,,,,,,
20211B15,b,Keith Mc Mahon,false,,6,true,16-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B150,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B151,b,Keith Mc Mahon,false,b,6,true,28-06-2021,,,25-04-2021,25,0,7,1.00,true,0,17-05-2021,20-05-2021,50,16,3.10,3,10,9,8,64,15,8,2,6,7.44,8,1,,avl7906,avl7906,,"atr4118, atr4120",,0,"not hatched, not hatched fon not ringed, no yn fon and fp failed",,,,,,,,,
20211B152,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B153,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B154,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B155,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,hornet,,,,,,,,,
20211B156,b,Keith Mc Mahon,false,b,6,true,07-06-2021,,,19-04-2021,19,0,3,1.00,true,0,12-05-2021,15-05-2021,45,16,2.90,3,11,9,7,59,15,7,0,7,10.21,7,3,abj6131,avl3020,"011016e28a, avl3020, abj6131",,,,0,"female ring starts avl, not hatched fon, not hatched, not hatched, not hatched",,,,,,,,,
20211B157,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B158,b,Keith Mc Mahon,false,b,6,true,24-05-2021,,,17-04-2021,17,0,3,1.00,true,0,11-05-2021,,,,3.40,3,12,,0,,,,0,0,,0,0,,,,,,,0,"buti calling with ring, eggs cold",,,,,,,,,
20211B159,b,Keith Mc Mahon,false,b,6,true,24-05-2021,,,28-04-2021,28,0,3,0.75,,0,,,,,2.90,3,9,,0,,,,0,0,,0,0,,,,,,,0,"recorder, covered still cold",,,,,,,,,
20211B16,b,Keith Mc Mahon,false,b,6,true,16-06-2021,,,19-04-2021,19,0,3,1.00,true,0,10-05-2021,17-05-2021,47,20,2.80,3,9,9,9,61,15,9,0,9,9.86,9,2,,avl4141,avl4141,,,,0,not setting off trap and both very vigilant,,,,,,,,,
20211B160,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B161,b,Keith Mc Mahon,false,g,6,true,07-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,recorder,,,,,,,,,
20211B162,b,Keith Mc Mahon,false,g,6,true,27-05-2021,,,26-04-2021,26,0,7,1.00,true,0,15-05-2021,18-05-2021,48,16,4.90,3,7,7,0,,,,2,0,,0,1,,ty68078,0700ede890,,,,0,"cold but shiny, chicks about to die, did not faceplate",,,,,,,,,
20211B163,b,Keith Mc Mahon,false,g,6,true,27-05-2021,,,19-04-2021,19,0,3,,,0,,,,,4.80,3,4,,0,,,,0,0,,0,0,,,,,,,0,"1 egg missing since last visit, fleas, likely abandoned",,,,,,,,,
20211B164,b,Keith Mc Mahon,false,,6,true,07-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B165,b,Keith Mc Mahon,false,b,6,true,07-06-2021,,,18-04-2021,18,0,3,1.00,true,0,12-05-2021,17-05-2021,47,18,3.40,3,12,12,12,61,15,12,0,12,11.42,12,3,z628438,avl3092,"avl3092, z628438",,,,0,nothing on fp,,,,,,,,,
20211B166,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B168,b,Keith Mc Mahon,false,b,6,true,07-06-2021,,,21-04-2021,21,0,3,1.00,true,0,13-05-2021,,,,3.50,3,10,,0,,,,0,0,,0,1,,abj6413,abj6413,,,,0,eggs cold,,,,,,,,,
20211B169,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B170,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B170A,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B171,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B172,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B173,b,Keith Mc Mahon,false,,1,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B174,b,Keith Mc Mahon,false,g,6,true,25-05-2021,,,29-04-2021,29,0,4,0.67,true,0,16-05-2021,20-05-2021,50,17,4.70,3,5,5,0,,,,5,0,,0,0,,,,,,,0,"fon ringed not hatched, not hatched, young look like day 3",,,,,,,,,
20211B175,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B176,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B177,b,Keith Mc Mahon,false,,6,true,07-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B178,b,Keith Mc Mahon,false,b,6,true,07-06-2021,,,15-05-2021,45,0,16,,,0,,,,,3.40,3,4,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B179,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B18,b,Anett Kiss,false,g,6,true,16-06-2021,,,28-04-2021,28,0,4,,true,0,15-05-2021,21-05-2021,51,19,4.44,3,5,5,5,65,15,5,0,5,17.68,5,3,vz30961,tr43351,"01103f98b9, 011017687f",,,,0,"visited on 27th of Feb, eggs uncovered but cold, FON PIT scanned, faceplated",,,,,,,,,
20211B180,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B181,b,Keith Mc Mahon,false,b,6,true,28-06-2021,,,29-04-2021,29,3,3,0.00,true,1,19-05-2021,,,,2.60,3,8,6,6,74,,6,0,6,11.30,6,3,afh2782,avl5456,"avl5456, afh2782",,,,0,one egg was crakced,,,,,,,,,
20211B182,b,Keith Mc Mahon,false,b,6,true,07-06-2021,,,25-04-2021,25,0,4,1.00,true,0,15-05-2021,18-05-2021,48,16,3.50,3,8,8,8,62,15,8,0,8,11.19,8,2,avl6166,,avl6166,,,,0,cold but shiny,,,,,,,,,
20211B183,b,Keith Mc Mahon,false,b,6,true,24-05-2021,,,15-04-2021,15,0,4,0.67,true,0,09-05-2021,,,,3.40,3,12,,0,,,,0,0,,0,0,,,,,,,0,"not hatched, eggs cold",,,,,,,,,
20211B184,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B185,b,Anett Kiss,false,b,6,true,10-06-2021,,,20-04-2021,20,0,4,,true,0,09-05-2021,12-05-2021,42,16,4.50,4,7,7,7,56,15,7,0,7,11.67,7,2,abj6125,atr4780,"abj6125, atr4780",,,,0,"sp guess from nest lining, eggs uncovered but cold, FON, not hatched, FON, not hatched, FON, FON, trapped, trapped",,,,,,,,,
20211B186,b,Anett Kiss,false,b,6,true,10-06-2021,,,23-04-2021,23,0,4,1.00,true,0,14-05-2021,15-05-2021,45,14,4.50,4,9,8,8,59,15,8,0,8,10.81,8,2,abj6126,avl6171,"01103fb2b9, 0700ee192b",,,,0,"sp guess from alarm calling, alarming, both ringed and tagged, FON, not hatched, FON, two chicks look young day 1, faceplated",,,,,,,,,
20211B187,b,Anett Kiss,false,,6,true,16-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,abandoned,,,,,,,,,
20211B188,b,Anett Kiss,false,,6,true,16-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,abandoned,,,,,,,,,
20211B189,b,Anett Kiss,false,b,6,true,02-06-2021,,,17-04-2021,17,0,4,1.00,true,0,07-05-2021,08-05-2021,38,14,3.57,3,8,7,6,52,15,6,0,6,10.53,6,2,afh4143,atr4716,"atr4716, afh4143",,,,0,"sp guess from nest lining, FON, FON sitting tight, FON, FON, trapped, trapped",,,,,,,,,
20211B190,b,Anett Kiss,false,b,6,true,16-06-2021,,,23-04-2021,23,0,4,1.00,true,0,15-05-2021,16-05-2021,46,14,4.85,4,10,10,10,60,15,10,0,10,10.48,10,2,s883832,atr4891,"0700edc1d3, s883832, atr4891",,,,0,"sp guess from nest lining, FON, not hatched, FON, faceplated, trapped",,,,,,,,,
20211B191,b,Anett Kiss,false,,6,true,09-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,abandoned,,,,,,,,,
20211B192,b,Anett Kiss,false,b,6,true,04-06-2021,,,15-04-2021,15,0,3,0.33,true,0,09-05-2021,11-05-2021,41,15,3.60,3,12,12,12,55,15,12,0,12,11.24,12,2,abj6136,atr4760,"030003b757, abj6136, atr4760",,,,0,"sp guess from nest lining, sp guess from nest lining, sp guess from egg size, FON, FON, not hatched, FON sitting tight, faceplated, faceplated, trapped",,,,,,,,,
20211B193,b,Anett Kiss,false,,6,true,09-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B194,b,Anett Kiss,false,g,6,true,16-06-2021,,,30-04-2021,30,0,4,,true,0,17-05-2021,19-05-2021,49,15,,,5,5,5,63,15,5,0,5,18.36,5,4,vz33297,vz33699,"vz33699, 0110176b86, 01103f97bd",,,,0,"visited on 27th of Feb, sp guess from nest lining, sp guess from nest lining, sp guess from egg size, FON, not hatched, FON, FON, faceplated, faceplated, FON, ring read",,,,,,,,,
20211B194A,b,Anett Kiss,false,,6,true,04-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,visited on 27th of Feb,,,,,,,,,
20211B195,b,Anett Kiss,false,g,6,true,10-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,"FON, abandoned",,,,,,,,,
20211B196,b,Keith Mc Mahon,false,b,6,true,07-06-2021,,,21-04-2021,21,2,7,,true,0,09-05-2021,12-05-2021,42,15,,,7,5,5,56,15,5,0,5,10.78,5,4,avl6187,,"avl3064, 3b0018798f, avl3094, avl6187",,,,0,"not hatched, not hatche fon ringe, fon",,,,,,,,,
20211B197,b,Keith Mc Mahon,false,b,6,true,07-06-2021,,,13-04-2021,13,0,4,0.67,true,0,07-05-2021,10-05-2021,40,16,3.40,3,12,11,11,54,15,11,0,11,10.49,11,2,afh4342,,"01103f5fe0, afh4342",,,,0,"female ringed, not hatched, not hatched fur, male, female very vigilant, can't get near the box without being seen",,,,,,,,,
20211B198,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B199,b,Keith Mc Mahon,false,,2,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B2,b,Keith Mc Mahon,false,,6,true,16-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B20,b,Anett Kiss,false,,6,true,10-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,visited on 27th of Feb,,,,,,,,,
20211B200,b,Keith Mc Mahon,false,b,6,true,20-05-2021,,,20-04-2021,20,0,3,1.00,true,0,13-05-2021,16-05-2021,46,16,3.10,3,11,11,0,,,,11,0,,0,0,,,,,,,0,"not hatched fon, not hatched, not hatched",,,,,,,,,
20211B201,b,Keith Mc Mahon,false,,6,true,24-05-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B203,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B204,b,Anett Kiss,false,b,6,true,10-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,"visited on 27th of Feb, sp guess from alarm calling",,,,,,,,,
20211B205,b,Anett Kiss,false,,6,true,09-06-2021,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,visited on 27th of Feb,,,,,,,,,
20211B206,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B207,b,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20211B208,b,Keith Mc Mahon,false,g,6,true,07-06-2021,,,24-04-2021,24,0,4,0.33,true,0,12-05-2021,16-05-2021,46,17,4.20,3,6,6,6,60,15,6,0,6,16.83,6,3,ty68248,vz33698,"vz33698, ty68248",,,,0,"not hatched, not hatched, not hatched, fon",,,,,,,,,
20211B21,b,Anett Kiss,false,b,6,true,09-06-2021,,,18-04-2021,18,0,6,1.00,true,0,13-05-2021,16-05-2021,46,16,4.03,4,13,11,11,60,15,11,0,11,10.61,11,2,afh4447,atr4889,"011016f2c5, atr4889",,,,0,"visited on 27th of Feb, sp guess from nest lining, FON, FON, not hatched, FON, not hatched, at least two chicks are young day 1, faceplated, trapped",,,,,,,,,
20211B211,b,Keith Mc Mahon,false,b,6,true,28-06-2021,,,19-04-2021,19,0,3,1.00,true,0,12-05-2021,19-05-2021,49,20,3.60,3,11,11,8,63,15,8,0,8,7.56,8,2,avl7210,avl5023,"avl7210, avl5023",,,,0,not hatched fon ringed,,,,,,,,,
